MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
8154429,171551969,06/04/2017,06/04/2017,06:30:00,06/04/2017,07:19:00,602,,,1091 EUCLID AVE NE,0640,2305,,1,Morn,Sun,3,LARCENY-FROM VEHICLE,Inman Park,N,-84.350970000000004,33.763599999999997
8154430,171551989,06/04/2017,06/04/2017,14:00:00,06/04/2017,19:15:00,210,,,3393 PEACHTREE RD NE @LENOX MALL,0650,2304,,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
8154431,171552111,06/04/2017,06/01/2017,08:00:00,06/04/2017,19:00:00,610,,,162 WARREN ST NE,0710,2404,,1,Unk,Unk,20,AUTO THEFT,Kirkwood,O,-84.326220000000006,33.756959999999999
8154432,171552113,06/04/2017,06/03/2017,01:00:00,06/04/2017,20:23:00,312,,,2775 VINEYARDS DR SE,0710,2404,,1,Unk,Sat,,AUTO THEFT,Rosedale Heights,Z,-84.371269999999996,33.679389999999998
8154433,171552161,06/04/2017,06/04/2017,20:00:00,06/04/2017,20:54:00,102,,,835 MARTIN L KING JR DR NW,0630,2303,10,1,Eve,Sun,24,LARCENY-NON VEHICLE,Vine City,L,-84.414569999999998,33.755040000000001
8154434,171552224,06/04/2017,06/04/2017,21:30:00,06/04/2017,21:40:00,410,,,2078 CAMPBELLTON RD SW,0710,2404,,1,Eve,Sun,8,AUTO THEFT,Campbellton Road,R,-84.459469999999996,33.70514
8154435,171552284,06/04/2017,06/04/2017,21:08:00,06/04/2017,21:15:00,114,,,3263 DONALD LEE HOLLOWELL PKWY NW,0311,1204,,1,Eve,Sun,23,ROBBERY-PEDESTRIAN,English Park,G,-84.493840000000006,33.787840000000003
8154436,171552309,06/04/2017,06/04/2017,16:48:00,06/04/2017,17:30:00,110,,22,2265 PERRY BLVD NW,0640,2305,,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Scotts Crossing,G,-84.464160000000007,33.805950000000003
8154437,171552312,06/04/2017,06/04/2017,19:30:00,06/04/2017,22:00:00,414,,,3670 CAMP CREEK PKWY SW,0640,2305,,1,Eve,Sun,21,LARCENY-FROM VEHICLE,Princeton Lakes,P,-84.508589999999998,33.655000000000001
8154438,171552319,06/04/2017,06/04/2017,17:00:00,06/05/2017,22:46:00,101,,,134 JOSEPH E LOWERY BLVD SW,0345,1209,20,1,Unk,Mon,20,ROBBERY-RESIDENCE,Atlanta University Center,T,-84.417310000000001,33.751089999999998
8154439,171552353,06/04/2017,06/04/2017,22:58:00,06/04/2017,23:03:00,501,,,1001 NORTHSIDE DR NW,0640,2305,,1,Morn,Sun,23,LARCENY-FROM VEHICLE,Home Park,E,-84.407070000000004,33.7819
8154440,171552375,06/04/2017,06/04/2017,23:15:00,06/04/2017,23:20:00,510,,,43 JESSE HILL JR DR NE,0410,1314,,1,Morn,Sun,,AGG ASSAULT,Downtown,M,-84.380129999999994,33.75582
8154441,171552377,06/04/2017,06/04/2017,23:15:00,06/04/2017,23:15:00,301,,,1241 METROPOLITAN PKWY SW,0311,1204,,1,Morn,Sun,,ROBBERY-PEDESTRIAN,Adair Park,V,-84.408249999999995,33.720930000000003
8151438,171142594,06/04/2017,04/24/2017,20:54:00,04/24/2017,21:04:00,306,,,1959 METROPOLITAN PKWY SW,0420,1315K,10,1,Eve,Mon,24,AGG ASSAULT,Sylvan Hills,X,-84.410179999999997,33.700800000000001
8154033,171501351,06/03/2017,05/30/2017,12:00:00,05/30/2017,13:00:00,301,,,1407 METROPOLITAN PKWY SW,0630,2303,,1,Day,Tue,7,LARCENY-NON VEHICLE,Capitol View,X,-84.408169999999998,33.716459999999998
8154305,171540020,06/03/2017,06/02/2017,20:30:00,06/02/2017,22:00:00,504,,,421 LUCKIE ST NW,0640,2305,,1,Eve,Fri,13,LARCENY-FROM VEHICLE,Downtown,M,-84.396010000000004,33.765839999999997
8154306,171540077,06/03/2017,06/03/2017,00:10:00,06/03/2017,00:21:00,311,,,2745 OLD HAPEVILLE RD SW @SUMMERDALE COMMONS,0410,1314,,1,Morn,Sat,26,AGG ASSAULT,Glenrose Heights,Z,-84.393659999999997,33.679879999999997
8154307,171540102,06/03/2017,06/02/2017,11:30:00,06/03/2017,00:30:00,308,,,961 STONEWALL DR SE,0511,2202,,1,Eve,Fri,20,BURGLARY-RESIDENCE,Leila Valley,Z,-84.357830000000007,33.690390000000001
8154308,171540104,06/03/2017,06/02/2017,00:02:00,06/03/2017,00:30:00,106,,B17,1177 JOSEPH E BOONE BLVD NW,0521,2204,,1,Unk,Fri,26,BURGLARY-RESIDENCE,Bankhead,K,-84.426190000000005,33.763599999999997
8154309,171540109,06/03/2017,06/03/2017,00:30:00,06/03/2017,00:33:00,413,,,4472 CAMPBELLTON RD SW,0512,2203,30,2,Morn,Sat,8,BURGLARY-NONRES,Elmco Estates,P,-84.534639999999996,33.695720000000001
8154310,171540132,06/03/2017,06/02/2017,16:00:00,06/03/2017,00:00:00,401,,B,544 HOLDERNESS ST SW,0690,2399,,1,Eve,Fri,20,LARCENY-NON VEHICLE,West End,T,-84.427080000000004,33.740319999999997
8154311,171540158,06/03/2017,06/03/2017,00:30:00,06/03/2017,00:54:00,401,,,1349 GREENWICH ST SW,0311,1204,20,1,Morn,Sat,20,ROBBERY-PEDESTRIAN,West End,T,-84.431929999999994,33.744129999999998
8154312,171540223,06/03/2017,06/03/2017,00:00:00,06/03/2017,01:15:00,503,,,44 PEACHTREE PL NW,0640,2305,,1,Morn,Sat,18,LARCENY-FROM VEHICLE,Midtown,E,-84.389229999999998,33.780450000000002
8154313,171540226,06/03/2017,06/03/2017,01:30:00,06/03/2017,01:35:00,602,,,613 HIGHLAND AVE NE,0341,1206,,1,Morn,Sat,13,ROBBERY-PEDESTRIAN,Poncey-Highland,N,-84.359530000000007,33.77111
8154314,171540374,06/03/2017,06/03/2017,02:45:00,06/03/2017,02:46:00,610,,A-7,1929 HOSEA L WILLIAMS DR SE,0690,2399,20,1,Morn,Sat,26,LARCENY-NON VEHICLE,Kirkwood,O,-84.324539999999999,33.752429999999997
8154315,171540515,06/03/2017,06/03/2017,03:30:00,06/03/2017,04:00:00,408,,,1389 WILLOW TRAIL,0410,1314,10,1,Morn,Sat,20,AGG ASSAULT,Venetian Hills,S,-84.440100000000001,33.717239999999997
8154316,171540570,06/03/2017,06/03/2017,01:00:00,06/03/2017,05:00:00,213,,,1865 CHESHIRE BRIDGE RD NE,0710,2404,10,1,Morn,Sat,14,AUTO THEFT,Morningside/Lenox Park,F,-84.361369999999994,33.808639999999997
8154317,171540612,06/03/2017,06/02/2017,19:30:00,06/03/2017,05:00:00,204,,,30 LA RUE PL NW,0521,2204,,1,Morn,Sat,20,BURGLARY-RESIDENCE,Cross Creek,C,-84.424409999999995,33.817630000000001
8154318,171540616,06/03/2017,06/03/2017,05:30:00,06/03/2017,06:00:00,106,,,1325 DONALD LEE HOLLOWELL PKWY NW,0512,2203,,1,Morn,Sat,99,BURGLARY-NONRES,,J,-84.431229999999999,33.772599999999997
8154319,171540678,06/03/2017,06/03/2017,01:30:00,06/03/2017,06:15:00,503,,,125 10TH ST NE,0210,1103,,1,Morn,Sat,14,RAPE,Midtown,E,-84.383070000000004,33.78152
8154320,171540694,06/03/2017,06/02/2017,08:00:00,06/03/2017,07:00:00,306,,2406,1150 ASTOR AVE SW,0710,2404,,1,Unk,Fri,26,AUTO THEFT,Sylvan Hills,X,-84.426779999999994,33.701369999999997
8154321,171540717,06/03/2017,06/03/2017,01:00:00,06/03/2017,06:30:00,208,,,3566 PIEDMONT RD NE,0710,2404,10,2,Morn,Sat,18,AUTO THEFT,Buckhead Forest,B,-84.379630000000006,33.85134
8154322,171540726,06/03/2017,06/03/2017,00:30:00,06/03/2017,06:00:00,212,,1415,415 ARMOUR DR NE,0650,2304,,1,Morn,Sat,26,LARCENY-FROM VEHICLE,,F,-84.374120000000005,33.812669999999997
8154323,171540826,06/03/2017,06/03/2017,01:30:00,06/03/2017,08:23:00,406,,,337 LYNHURST DR SW,0710,2404,,1,Morn,Sat,20,AUTO THEFT,,I,-84.489620000000002,33.74682
8154324,171540843,06/03/2017,06/02/2017,19:00:00,06/03/2017,08:30:00,511,,,111 MARTIN L KING JR DR SW,0640,2305,,1,Morn,Sat,99,LARCENY-FROM VEHICLE,Downtown,M,-84.391450000000006,33.75179
8154325,171540866,06/03/2017,06/02/2017,23:30:00,06/03/2017,08:00:00,213,,,1653 JOHNSON RD NE,0710,2404,,1,Morn,Sat,18,AUTO THEFT,Morningside/Lenox Park,F,-84.346559999999997,33.7988
8154326,171540914,06/03/2017,06/02/2017,15:00:00,06/03/2017,09:09:00,410,O,,1991 DELOWE DR SW,0670,2308,,1,Unk,Sat,26,LARCENY-NON VEHICLE,Campbellton Road,R,-84.457459999999998,33.701030000000003
8154327,171540932,06/03/2017,06/03/2017,00:01:00,06/03/2017,02:30:00,112,,,3196 DONALD LEE HOLLOWELL PKWY NW,0640,2305,,1,Morn,Sat,18,LARCENY-FROM VEHICLE,Collier Heights,I,-84.491810000000001,33.78575
8154328,171540952,06/03/2017,06/01/2017,00:00:00,06/03/2017,09:00:00,106,,37,1247 JOSEPH E BOONE BLVD NW,0690,2399,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Bankhead,K,-84.428420000000003,33.76361
8154329,171540964,06/03/2017,06/02/2017,06:00:00,06/02/2017,17:30:00,210,,,2862 LENOX RD NE;,0640,2305,,1,Day,Fri,18,LARCENY-FROM VEHICLE,Pine Hills,B,-84.357560000000007,33.832450000000001
8154330,171541012,06/03/2017,06/02/2017,23:00:00,06/03/2017,00:00:00,512,,,239 MITCHELL ST SW,0640,2305,,3,Morn,Fri,99,LARCENY-FROM VEHICLE,Downtown,M,-84.395309999999995,33.752299999999998
8154331,171541080,06/03/2017,06/03/2017,10:01:00,06/03/2017,10:21:00,107,,,620 CHARLOTTE PL NW,0511,2202,,1,Day,Sat,20,BURGLARY-RESIDENCE,Grove Park,J,-84.450699999999998,33.771889999999999
8154332,171541093,06/03/2017,06/02/2017,11:30:00,06/03/2017,10:40:00,211,,,603 E PACES FERRY RD NE,0521,2204,10,2,Unk,Fri,20,BURGLARY-RESIDENCE,Peachtree Park,B,-84.367469999999997,33.839399999999998
8154333,171541104,06/03/2017,06/03/2017,10:45:00,06/03/2017,10:47:00,303,,,477 WINDSOR ST SW,0410,1314,,1,Day,Sat,20,AGG ASSAULT,Mechanicsville,V,-84.398359999999997,33.741720000000001
8154334,171541116,06/03/2017,06/02/2017,21:30:00,06/03/2017,10:00:00,211,,,820 SIDNEY MARCUS BLVD NE,0640,2305,,1,Morn,Sat,18,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,B,-84.361130000000003,33.825699999999998
8154335,171541146,06/03/2017,06/03/2017,11:10:00,06/03/2017,11:15:00,508,,,250 WILLIAMS ST NW,0341,1206,,1,Day,Sat,13,ROBBERY-PEDESTRIAN,Downtown,M,-84.391310000000004,33.761710000000001
8154336,171541179,06/03/2017,05/22/2017,08:00:00,06/03/2017,12:00:00,210,,,3393 PEACHTREE RD NE @LENOX MALL,0610,2301,,1,Unk,Unk,,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
8154337,171541187,06/03/2017,06/03/2017,10:45:00,06/03/2017,11:30:00,507,,,30 SPRING ST NW,0640,2305,,1,Day,Sat,18,LARCENY-FROM VEHICLE,Downtown,M,-84.39367,33.755850000000002
8154338,171541206,06/03/2017,05/25/2017,13:30:00,06/02/2017,18:00:00,405,,C-19,2800 MARTIN L KING JR DR SW,0650,2304,,1,Unk,Unk,18,LARCENY-FROM VEHICLE,Harland Terrace,I,-84.479299999999995,33.754309999999997
8154339,171541251,06/03/2017,06/02/2017,19:15:00,06/03/2017,12:37:00,403,,,1305 OAKLAND DR SW,0512,2203,,1,Unk,Sat,31,BURGLARY-NONRES,Oakland City,S,-84.428920000000005,33.718960000000003
8154340,171541394,06/03/2017,05/31/2017,18:00:00,06/03/2017,08:00:00,607,,,616 FEDERAL TER SE,0690,2399,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Benteen Park,W,-84.367360000000005,33.714820000000003
8154341,171541446,06/03/2017,06/03/2017,13:20:00,06/03/2017,13:50:00,208,,,3500 PEACHTREE RD NE,0640,2305,,1,Day,Sat,18,LARCENY-FROM VEHICLE,North Buckhead,B,-84.362780000000001,33.853020000000001
8154342,171541482,06/03/2017,06/03/2017,05:00:00,06/03/2017,11:00:00,103,,2148,370 NORTHSIDE DR NW,0521,2204,,1,Day,Sat,26,BURGLARY-RESIDENCE,English Avenue,L,-84.404200000000003,33.765070000000001
8154343,171541517,06/03/2017,06/03/2017,14:51:00,06/03/2017,14:51:00,409,,,1410 WILLIS MILL RD SW,0670,2308,,1,Day,Sat,20,LARCENY-NON VEHICLE,Adams Park,R,-84.468770000000006,33.71678
8154344,171541522,06/03/2017,06/02/2017,11:00:00,06/03/2017,13:30:00,505,,,100 6TH ST NE,0710,2404,20,1,Unk,Sat,18,AUTO THEFT,Midtown,E,-84.384169999999997,33.777560000000001
8154345,171541613,06/03/2017,06/03/2017,14:00:00,06/03/2017,14:00:00,501,,,390 17TH ST NW,0650,2304,,1,Day,Sat,,LARCENY-FROM VEHICLE,Atlantic Station,E,-84.399760000000001,33.790300000000002
8154346,171541746,06/03/2017,06/03/2017,14:00:00,06/03/2017,15:00:00,104,,,274 LANGHORN ST SW,0640,2305,,1,Day,Sat,13,LARCENY-FROM VEHICLE,West End,T,-84.430440000000004,33.737119999999997
8154347,171541782,06/03/2017,05/28/2017,01:30:00,05/28/2017,12:00:00,208,,,3300 PEACHTREE RD NE,0640,2305,,1,Morn,Sun,,LARCENY-FROM VEHICLE,North Buckhead,B,-84.370310000000003,33.845140000000001
8154348,171541824,06/03/2017,06/03/2017,11:00:00,06/03/2017,11:45:00,210,,,3377 PEACHTREE RD NE,0670,2308,,1,Day,Sat,,LARCENY-NON VEHICLE,Lenox,B,-84.366330000000005,33.847790000000003
8154349,171541868,06/03/2017,06/03/2017,15:00:00,06/03/2017,17:04:00,511,,,15 WALL ST SE,0640,2305,,2,Eve,Sat,18,LARCENY-FROM VEHICLE,Downtown,M,-84.389859999999999,33.753590000000003
8154350,171541900,06/03/2017,06/03/2017,17:15:00,06/03/2017,18:30:00,413,,,3580 CAMPBELLTON RD SW,0640,2305,,1,Eve,Sat,23,LARCENY-FROM VEHICLE,,P,-84.505840000000006,33.689900000000002
8154351,171542019,06/03/2017,05/27/2017,12:21:00,06/03/2017,17:49:00,607,,,1105 SHELBY PL SE,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Woodland Hills,W,-84.35145,33.723080000000003
8154352,171542042,06/03/2017,06/03/2017,14:00:00,06/03/2017,18:15:00,306,,,1150 ASTER AVE SW,0311,1204,,1,Eve,Sat,20,ROBBERY-PEDESTRIAN,Sylvan Hills,X,-84.426779999999994,33.701369999999997
8154353,171542067,06/03/2017,06/03/2017,18:15:00,06/03/2017,18:17:00,604,,,130 BELL ST SE,0311,1204,,1,Eve,Sat,,ROBBERY-PEDESTRIAN,Sweet Auburn,M,-84.379230000000007,33.750959999999999
8154354,171542135,06/03/2017,06/03/2017,18:15:00,06/03/2017,18:40:00,201,,,3393 NORTHSIDE PKWY NW,0710,2404,,1,Eve,Sat,18,AUTO THEFT,West Paces Ferry/Northside,A,-84.430030000000002,33.849069999999998
8154355,171542181,06/03/2017,06/03/2017,18:08:00,06/03/2017,19:01:00,505,,,848 SPRING ST NW,0640,2305,,1,Eve,Sat,18,LARCENY-FROM VEHICLE,Midtown,E,-84.389470000000003,33.777709999999999
8154356,171542233,06/03/2017,06/02/2017,15:30:00,06/02/2017,16:00:00,511,,,50 LOWER ALABAMA ST SW,0210,1103,,1,Eve,Fri,,RAPE,Downtown,M,-84.38964,33.751939999999998
8154357,171542294,06/03/2017,06/03/2017,01:00:00,06/03/2017,02:30:00,103,,1,438 VINE ST NW,0311,1204,20,1,Morn,Sat,26,ROBBERY-PEDESTRIAN,English Avenue,L,-84.407839999999993,33.766660000000002
8154358,171542350,06/03/2017,06/03/2017,20:00:00,06/03/2017,20:28:00,609,,,1275 CAROLINE ST NE,0630,2303,10,1,Eve,Sat,8,LARCENY-NON VEHICLE,Edgewood,O,-84.346190000000007,33.756740000000001
8154359,171542356,06/03/2017,06/03/2017,20:30:00,06/03/2017,20:30:00,111,,B7,3060 DELMAR LN NW,0420,1315K,,1,Eve,Sat,,AGG ASSAULT,,I,-84.486720000000005,33.755369999999999
8154360,171542360,06/03/2017,06/03/2017,16:00:00,06/03/2017,20:37:00,112,,C,115 DOGWOOD DR NW,0521,2204,,1,Eve,Sat,20,BURGLARY-RESIDENCE,Collier Heights,I,-84.495249999999999,33.780720000000002
8154361,171542390,06/03/2017,06/03/2017,20:45:00,06/03/2017,20:53:00,412,,,1668 NISKEY LAKE RD SW,0531,2202A,,1,Eve,Sat,20,BURGLARY-RESIDENCE,Niskey Cove,P,-84.534279999999995,33.709499999999998
8154362,171542407,06/03/2017,06/03/2017,21:00:00,06/03/2017,21:30:00,401,,,906 RALPH D ABERNATHY BLVD SW,0640,2305,,1,Eve,Sat,18,LARCENY-FROM VEHICLE,West End,T,-84.417349999999999,33.737940000000002
8154363,171542428,06/03/2017,06/03/2017,20:40:00,06/03/2017,20:45:00,603,,,455 NORTH AVE NE,0630,2303,,1,Eve,Sat,8,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.372249999999994,33.770659999999999
8154365,171542559,06/03/2017,06/03/2017,22:07:00,06/03/2017,22:17:00,205,,,1892 HOWELL MILL RD NW,0710,2404,,1,Eve,Sat,,AUTO THEFT,Wildwood (NPU-C),C,-84.413160000000005,33.806730000000002
8154366,171542567,06/03/2017,06/03/2017,21:00:00,06/03/2017,22:30:00,204,,,1465 CHATTAHOOCHEE AVE NW,0640,2305,,1,Eve,Sat,18,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.434939999999997,33.807870000000001
8154367,171542572,06/03/2017,06/03/2017,22:24:00,06/03/2017,22:25:00,605,,,573 CAMERON ST SE,0311,1212,,1,Eve,Sat,13,ROBBERY-PEDESTRIAN,Grant Park,W,-84.365470000000002,33.73874
8154368,171542576,06/03/2017,06/03/2017,22:00:00,06/03/2017,22:45:00,307,,,1683 LAKEWOOD AVE SE,0710,2404,,1,Eve,Sat,23,AUTO THEFT,Lakewood Heights,Y,-84.380350000000007,33.708300000000001
8154369,171542582,06/03/2017,06/03/2017,19:45:00,06/03/2017,22:30:00,601,,,710 CLEBURNE TER NE,0640,2305,,1,Eve,Sat,13,LARCENY-FROM VEHICLE,Poncey-Highland,N,-84.3536,33.77373
8154370,171542620,06/03/2017,06/03/2017,22:00:00,06/03/2017,22:50:00,113,,1718,1620 HOLLYWOOD RD NW @HOLLY RIDGE APTS,0410,1314,20,1,Eve,Sat,13,AGG ASSAULT,Scotts Crossing,G,-84.471789999999999,33.799390000000002
8154371,171542650,06/03/2017,06/03/2017,23:19:00,06/03/2017,23:19:00,304,,,942 HANK AARON DR,0650,2304,,1,Morn,Sat,26,LARCENY-FROM VEHICLE,Peoplestown,V,-84.387870000000007,33.728279999999998
8154372,171542651,06/03/2017,06/03/2017,19:00:00,06/03/2017,23:00:00,204,,,2323 DEFOOR HILLS RD NW,0640,2305,,2,Eve,Sat,18,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.434610000000006,33.818379999999998
8154373,171542663,06/03/2017,06/03/2017,21:00:00,06/03/2017,23:04:00,406,,G2,330 BROWNLEE RD SW,0710,2404,,1,Eve,Sat,26,AUTO THEFT,,I,-84.497410000000002,33.747160000000001
8154374,171542706,06/03/2017,06/03/2017,23:19:00,06/03/2017,23:20:00,607,,,1103 NAPIER ST SE,0511,2202,,1,Morn,Sat,20,BURGLARY-RESIDENCE,Woodland Hills,W,-84.352770000000007,33.718760000000003
8154375,171542738,06/03/2017,06/03/2017,22:45:00,06/03/2017,23:30:00,604,,,48 DANIEL ST SE,0640,2305,,2,Morn,Sat,13,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.370530000000002,33.752800000000001
8154376,171542810,06/03/2017,06/03/2017,22:51:00,06/03/2017,23:00:00,507,,B,252 WALKER ST SW,0512,2203,,1,Eve,Sat,24,BURGLARY-NONRES,Castleberry Hill,M,-84.40258,33.747689999999999
8154229,171530042,06/02/2017,06/02/2017,00:01:00,06/02/2017,00:10:00,306,,,1536 LANGSTON AVE SW,0410,1314,10,1,Morn,Fri,20,AGG ASSAULT,Sylvan Hills,X,-84.423490000000001,33.713039999999999
8154230,171530058,06/02/2017,06/01/2017,19:00:00,06/01/2017,22:30:00,512,,,133 TRINITY AVE SW @CITY PLAZA,0640,2305,,1,Eve,Thu,13,LARCENY-FROM VEHICLE,Downtown,M,-84.392150000000001,33.748989999999999
8154231,171530120,06/02/2017,06/01/2017,22:30:00,06/02/2017,01:19:00,213,,,1544 PIEDMONT AVE NE @PUBLIX - ANSLEY,0640,2305,,1,Morn,Thu,18,LARCENY-FROM VEHICLE,Piedmont Heights,F,-84.371009999999998,33.797890000000002
8154232,171530153,06/02/2017,06/01/2017,23:00:00,06/02/2017,00:30:00,409,,,2929 LANDRUM DR SW,0640,2305,10,5,Morn,Thu,26,LARCENY-FROM VEHICLE,Southwest,R,-84.484279999999998,33.706809999999997
8154233,171530167,06/02/2017,06/01/2017,23:05:00,06/02/2017,01:00:00,302,,,420 ARTHUR ST SW,0640,2305,,1,Morn,Fri,13,LARCENY-FROM VEHICLE,Pittsburgh,V,-84.401489999999995,33.728000000000002
8154234,171530201,06/02/2017,06/02/2017,00:00:00,06/02/2017,02:00:00,509,,,495 PEACHTREE ST NE,0640,2305,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,Downtown,M,-84.38503,33.76802
8154235,171530229,06/02/2017,06/02/2017,01:37:00,06/02/2017,01:37:00,301,,,1217 METROPOLITAN PKWY SW,0640,2305,,1,Morn,Fri,23,LARCENY-FROM VEHICLE,Adair Park,V,-84.408389999999997,33.721739999999997
8154236,171530431,06/02/2017,06/02/2017,03:15:00,06/02/2017,03:25:00,207,,117,499 NORTHSIDE CIR NW,0331,1205,,1,Morn,Fri,20,ROBBERY-PEDESTRIAN,Loring Heights,E,-84.406710000000004,33.797420000000002
8154237,171530437,06/02/2017,06/02/2017,03:17:00,06/02/2017,03:17:00,305,,,1577 JONESBORO RD SE,0430,1315,10,1,Morn,Fri,20,AGG ASSAULT,South Atlanta,Y,-84.38167,33.709690000000002
8154238,171530455,06/02/2017,06/01/2017,22:00:00,06/02/2017,03:28:00,210,,,857 LENOX OAKS CIR NE,0710,2404,,1,Morn,Fri,18,AUTO THEFT,Pine Hills,B,-84.358999999999995,33.834650000000003
8154239,171530669,06/02/2017,06/01/2017,23:00:00,06/02/2017,04:45:00,111,,13,87 HARWELL RD NW,0710,2404,,1,Morn,Fri,18,AUTO THEFT,,I,-84.492819999999995,33.7545
8154240,171530709,06/02/2017,05/31/2017,00:30:00,05/31/2017,05:00:00,305,,,220 BOWEN CIR SW,0710,2404A,,1,Morn,Wed,18,AUTO THEFT,High Point,Y,-84.395809999999997,33.714889999999997
8154241,171530741,06/02/2017,06/02/2017,07:00:00,06/02/2017,07:10:00,510,,,80 JESSE HILL JR DR SE @GRADY,0630,2303,10,1,Day,Fri,28,LARCENY-NON VEHICLE,Downtown,M,-84.381979999999999,33.75168
8154242,171530812,06/02/2017,06/01/2017,23:50:00,06/02/2017,03:00:00,103,,,640 NORTH AVE NW,0690,2399,,1,Morn,Fri,6,LARCENY-NON VEHICLE,English Avenue,L,-84.408280000000005,33.769910000000003
8154243,171530874,06/02/2017,06/01/2017,20:30:00,06/02/2017,08:00:00,505,,,783 CHARLES ALLEN DR,0640,2305,,1,Morn,Fri,13,LARCENY-FROM VEHICLE,Midtown,E,-84.372550000000004,33.776069999999997
8154244,171530908,06/02/2017,06/02/2017,08:27:00,06/02/2017,09:08:00,310,,,111 POLAR ROCK RD SW;,0512,2203,,1,Day,Fri,99,BURGLARY-NONRES,Polar Rock,Z,-84.39255,33.696300000000001
8154245,171530936,06/02/2017,06/02/2017,08:25:00,06/02/2017,08:45:00,409,,,2900 CAMPBELLTON RD SW,0640,2305,,1,Day,Fri,18,LARCENY-FROM VEHICLE,Southwest,R,-84.483360000000005,33.697609999999997
8154246,171530956,06/02/2017,06/01/2017,23:00:00,06/02/2017,06:00:00,305,,,46 DOROTHY ST SE,0511,2202,,1,Morn,Fri,20,BURGLARY-RESIDENCE,South Atlanta,Y,-84.383859999999999,33.710299999999997
8154247,171530977,06/02/2017,06/01/2017,19:00:00,06/02/2017,07:00:00,207,,,1657 GEARY DR NW,0640,2305,,2,Morn,Fri,20,LARCENY-FROM VEHICLE,Loring Heights,E,-84.398319999999998,33.799939999999999
8154248,171531039,06/02/2017,06/01/2017,14:00:00,06/02/2017,15:00:00,606,,,904 MEMORIAL DR SE,0640,2305,,1,Unk,Fri,18,LARCENY-FROM VEHICLE,Reynoldstown,N,-84.357900000000001,33.746670000000002
8154249,171531056,06/02/2017,06/01/2017,20:00:00,06/02/2017,09:00:00,213,,206,1865 CHESHIRE BRIDGE RD NE,0650,2304,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.36148,33.809429999999999
8154250,171531058,06/02/2017,06/01/2017,23:00:00,06/02/2017,09:33:00,410,,271,1818 HONEYSUCKLE LN SW,0690,2399,,1,Morn,Fri,26,LARCENY-NON VEHICLE,Campbellton Road,R,-84.45384,33.706189999999999
8154251,171531098,06/02/2017,05/26/2017,11:00:00,06/02/2017,09:47:00,412,,,3806 AUSTIN CT SW,0710,2404,,1,Unk,Unk,,AUTO THEFT,Kings Forest,P,-84.512439999999998,33.696599999999997
8154252,171531128,06/02/2017,06/01/2017,19:30:00,06/02/2017,10:00:00,607,,,1111 WOODLAND AVE SE,0521,2204,,1,Morn,Fri,20,BURGLARY-RESIDENCE,Woodland Hills,W,-84.354100000000003,33.724200000000003
8154253,171531138,06/02/2017,06/01/2017,09:00:00,06/01/2017,09:00:00,208,,,3344 PEACHTREE RD NE,0640,2305,,1,Day,Thu,18,LARCENY-FROM VEHICLE,North Buckhead,B,-84.368340000000003,33.846519999999998
8154254,171531143,06/02/2017,06/02/2017,10:00:00,06/02/2017,10:05:00,612,,,793 CLIFTON RD SE,0710,2404,,1,Day,Fri,13,AUTO THEFT,East Atlanta,W,-84.330340000000007,33.732529999999997
8154255,171531161,06/02/2017,06/01/2017,17:00:00,06/02/2017,10:00:00,311,,,2975 SPRINGDALE RD SW,0690,2399,,1,Unk,Fri,20,LARCENY-NON VEHICLE,Hammond Park,X,-84.416820000000001,33.673870000000001
8154256,171531180,06/02/2017,06/01/2017,12:00:00,06/01/2017,13:00:00,107,,,1627 HASTY PL NW,0331,1205,,1,Day,Thu,13,ROBBERY-PEDESTRIAN,Grove Park,J,-84.441149999999993,33.769350000000003
8154257,171531261,06/02/2017,06/02/2017,11:00:00,06/02/2017,11:03:00,604,,,72 HOWELL ST NE,0430,1315,10,1,Day,Fri,20,AGG ASSAULT,Old Fourth Ward,M,-84.370180000000005,33.756329999999998
8154258,171531265,06/02/2017,06/02/2017,10:50:00,06/02/2017,11:06:00,210,,,3566 PIEDMONT RD NE,0341,1206,,1,Day,Fri,14,ROBBERY-PEDESTRIAN,Buckhead Forest,B,-84.379630000000006,33.85134
