MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
8159703,172252033,08/13/2017,08/13/2017,13:00:00,08/13/2017,20:15:00,408,,J-78,1700 STANTON RD SW,0511,2202,,1,Eve,Sun,20,BURGLARY-RESIDENCE,,R,-84.443640000000002,33.709069999999997
8159704,172252035,08/13/2017,08/13/2017,20:00:00,08/13/2017,20:30:00,507,,,327 PETERS ST SW,0640,2305,,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.403819999999996,33.74586
8159705,172252051,08/13/2017,08/13/2017,19:50:00,08/13/2017,19:50:00,102,,,55 MAPLE ST NW,0640,2305,,1,Eve,Sun,26,LARCENY-FROM VEHICLE,Vine City,L,-84.405280000000005,33.755690000000001
8159706,172252058,08/13/2017,08/13/2017,20:40:00,08/13/2017,20:50:00,311,,,2850 SPRINGDALE RD SW,0640,2305,,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Hammond Park,X,-84.414850000000001,33.676740000000002
8159707,172252136,08/13/2017,08/13/2017,21:34:00,08/13/2017,21:36:00,204,,,1801 HOWELL MILL RD NW,0640,2305,,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.412779999999998,33.803879999999999
8159708,172252144,08/13/2017,08/13/2017,19:00:00,08/13/2017,21:30:00,510,,,27 PIEDMONT AVE NE,0640,2305,,2,Eve,Sun,18,LARCENY-FROM VEHICLE,Downtown,M,-84.382159999999999,33.755130000000001
8159709,172252189,08/13/2017,08/13/2017,14:00:00,08/13/2017,22:12:00,305,,BB,1347 BOULEVARD SE,0521,2204,20,1,Eve,Sun,20,BURGLARY-RESIDENCE,Chosewood Park,Y,-84.368639999999999,33.717799999999997
8159710,172252219,08/13/2017,08/13/2017,18:44:00,08/13/2017,22:30:00,307,,,381 ASHWOOD AVE SW,0640,2305,,2,Eve,Sun,13,LARCENY-FROM VEHICLE,Betmar LaVilla,Y,-84.401709999999994,33.705289999999998
8159711,172252263,08/13/2017,08/13/2017,21:25:00,08/13/2017,21:25:00,203,,,2018 BOLTON RD NW,0710,2404,,1,Eve,Sun,23,AUTO THEFT,Whittier Mill Village,D,-84.477029999999999,33.811160000000001
8159712,172252357,08/13/2017,08/13/2017,23:58:00,08/13/2017,23:59:00,609,,,1253 CAROLINE ST NE,0640,2305,10,1,Morn,Sun,18,LARCENY-FROM VEHICLE,Edgewood,O,-84.347399999999993,33.758229999999998
8159649,172250013,08/13/2017,08/13/2017,00:00:00,08/13/2017,01:00:00,213,,,1492 PIEDMONT AVE NE @CLUB COLORS,0640,2305,,1,Morn,Sun,18,LARCENY-FROM VEHICLE,Piedmont Heights,F,-84.370249999999999,33.795920000000002
8159650,172250031,08/13/2017,08/12/2017,18:00:00,08/13/2017,00:06:00,502,,,500 10TH ST NE @BELTLINE BUSINESS,0640,2305,,1,Eve,Sat,18,LARCENY-FROM VEHICLE,,E,-84.369219999999999,33.782229999999998
8159651,172250035,08/13/2017,08/12/2017,22:00:00,08/13/2017,00:12:00,108,,,2016 JOSEPH E BOONE BLVD NW,0690,2399,,1,Morn,Sat,20,LARCENY-NON VEHICLE,Dixie Hills,J,-84.452650000000006,33.76379
8159652,172250045,08/13/2017,08/12/2017,18:00:00,08/13/2017,00:00:00,213,,,1804 MEADOWDALE AVE NE,0640,2305,,1,Eve,Sat,20,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.346469999999997,33.802669999999999
8159653,172250281,08/13/2017,08/09/2017,17:00:00,08/13/2017,01:30:00,105,,,1760 TIGER FLOWERS DR NW,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,West Lake,J,-84.444800000000001,33.759430000000002
8159654,172250378,08/13/2017,08/12/2017,23:00:00,08/13/2017,02:20:00,507,,,495 LARKIN ST,0640,2305,,1,Morn,Sun,13,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.402799999999999,33.747959999999999
8159655,172250525,08/13/2017,08/13/2017,03:46:00,08/13/2017,04:04:00,107,,,1425 JOSEPH E BOONE BLVD NW,0410,1314,10,1,Morn,Sun,26,AGG ASSAULT,Grove Park,J,-84.434550000000002,33.763849999999998
8159656,172250579,08/13/2017,08/13/2017,04:05:00,08/13/2017,04:05:00,604,,,98 WILLIAM H BORDERS DR SE @SELENA S BUTLER PARK,0311,1204,,8,Morn,Sun,13,ROBBERY-PEDESTRIAN,Sweet Auburn,M,-84.374859999999998,33.751179999999998
8159657,172250618,08/13/2017,08/13/2017,04:20:00,08/13/2017,04:25:00,414,,,3820 KATHRYN DR,0640,2305,,1,Morn,Sun,20,LARCENY-FROM VEHICLE,Deerwood,P,-84.513890000000004,33.676259999999999
8159658,172250657,08/13/2017,08/13/2017,05:50:00,08/13/2017,06:15:00,113,,,1621 JACKSON WAY NW,0521,2204,,1,Morn,Sun,20,BURGLARY-RESIDENCE,Lincoln Homes,G,-84.475620000000006,33.798499999999997
8159659,172250682,08/13/2017,08/13/2017,07:00:00,08/13/2017,07:00:00,503,,1019,75 14TH ST NE,0670,2308,20,1,Day,Sun,14,LARCENY-NON VEHICLE,Midtown,E,-84.385480000000001,33.786560000000001
8159660,172250717,08/13/2017,08/13/2017,07:20:00,08/13/2017,07:24:00,414,,7203,3725 PRINCETON LAKES PKWY SW,0410,1314,10,1,Day,Sun,26,AGG ASSAULT,Princeton Lakes,P,-84.508769999999998,33.657769999999999
8159661,172250735,08/13/2017,08/13/2017,07:00:00,08/13/2017,07:44:00,304,,607,222 TUSKEGEE ST SE,0430,1315,10,1,Day,Sun,26,AGG ASSAULT,Peoplestown,V,-84.38064,33.728560000000002
8159662,172250746,08/13/2017,08/13/2017,03:00:00,08/13/2017,07:45:00,310,,37E,2637 OLD HAPEVILLE RD SW,0710,2404A,,1,Morn,Sun,20,AUTO THEFT,Browns Mill Park,Z,-84.394170000000003,33.682940000000002
8159663,172250769,08/13/2017,08/13/2017,08:08:00,08/13/2017,08:08:00,111,,,62 HARWELL RD NW @DARON VILLAGE APTS,0420,1315K,,1,Day,Sun,26,AGG ASSAULT,,I,-84.49315,33.753480000000003
8159664,172250793,08/13/2017,08/13/2017,08:26:00,08/13/2017,08:26:00,310,,,151 CLEVELAND AVE SW,0710,2404,,2,Day,Sun,18,AUTO THEFT,Browns Mill Park,Z,-84.394220000000004,33.681480000000001
8159665,172250817,08/13/2017,08/13/2017,00:01:00,08/13/2017,08:30:00,407,,,374 WOODSTOCK DR SW;,0710,2404,,1,Morn,Sun,20,AUTO THEFT,Baker Hills,H,-84.514840000000007,33.760420000000003
8159666,172250915,08/13/2017,08/13/2017,09:55:00,08/13/2017,10:03:00,414,,,3037 DEERBORNE CT SW,0311,1212,,1,Day,Sun,18,ROBBERY-PEDESTRIAN,Ben Hill,P,-84.515339999999995,33.671370000000003
8159667,172250960,08/13/2017,08/13/2017,10:00:00,08/13/2017,10:25:00,412,,,4465 CAMPBELLTON RD SW,0312,1201,,1,Day,Sun,24,ROBBERY-COMMERCIAL,,P,-84.540760000000006,33.69464
8159668,172250973,08/13/2017,08/12/2012,23:45:00,08/13/2017,10:30:00,213,B,1,2255 LENOX RD NE,0640,2305,,1,Unk,Unk,26,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,-84.351879999999994,33.816310000000001
8159669,172250977,08/13/2017,08/13/2017,00:01:00,08/13/2017,05:00:00,604,,,660 IRWIN ST NE @BELTLINE BUSINESS,0512,2203,,1,Morn,Sun,24,BURGLARY-NONRES,Old Fourth Ward,M,-84.365219999999994,33.757869999999997
8159670,172251062,08/13/2017,08/13/2017,11:20:00,08/13/2017,11:26:00,309,,,757 CLEVELAND AVE SW,0640,2305,,1,Day,Sun,7,LARCENY-FROM VEHICLE,Perkerson,X,-84.414169999999999,33.682319999999997
8159671,172251120,08/13/2017,08/12/2017,04:00:00,08/13/2017,11:00:00,504,,400,400 W PEACHTREE ST NW,0640,2305,,1,Unk,Sat,18,LARCENY-FROM VEHICLE,Downtown,M,-84.387600000000006,33.76614
8159672,172251158,08/13/2017,08/12/2017,22:00:00,08/13/2017,12:09:00,102,,,825 MARTIN LUTHER KING JR DR NW,0670,2308,,1,Morn,Sun,21,LARCENY-NON VEHICLE,Atlanta University Center,T,-84.417519999999996,33.749070000000003
8159673,172251238,08/13/2017,08/11/2017,08:00:00,08/13/2017,12:30:00,503,,,1155 JUNIPER ST NE,0640,2305,,1,Unk,Unk,18,LARCENY-FROM VEHICLE,Midtown,E,-84.381789999999995,33.78584
8159674,172251246,08/13/2017,08/13/2017,04:00:00,08/13/2017,06:00:00,501,,,1258 FOWLER ST NW,0521,2204,,1,Morn,Sun,20,BURGLARY-RESIDENCE,Home Park,E,-84.393469999999994,33.78913
8159675,172251317,08/13/2017,08/13/2017,13:40:00,08/13/2017,14:00:00,303,,,282 GLENN ST SW,0341,1206,,1,Day,Sun,20,ROBBERY-PEDESTRIAN,Mechanicsville,V,-84.396799999999999,33.738010000000003
8159676,172251350,08/13/2017,08/13/2017,13:25:00,08/13/2017,13:25:00,502,,,1073 PIEDMONT AVE,0690,2399,10,1,Day,Sun,,LARCENY-NON VEHICLE,Midtown,E,-84.379040000000003,33.783810000000003
8159677,172251375,08/13/2017,08/13/2017,14:14:00,08/13/2017,14:14:00,310,,,2168 RHINEHILL RD SE,0410,1314,40,1,Day,Sun,20,AGG ASSAULT,Lakewood,Z,-84.378699999999995,33.69529
8159678,172251397,08/13/2017,08/12/2017,12:00:00,08/12/2017,21:00:00,301,,,770 DECKNER AVE SW,0640,2305,,1,Eve,Sat,31,LARCENY-FROM VEHICLE,Capitol View,X,-84.413489999999996,33.712719999999997
8159679,172251398,08/13/2017,08/13/2017,14:29:00,08/13/2017,15:30:00,411,,,2841 GREENBRIAR PKWY SW @MACY'S,0630,2303,10,1,Day,Sun,8,LARCENY-NON VEHICLE,Greenbriar,R,-84.497730000000004,33.686770000000003
8159680,172251462,08/13/2017,08/13/2017,14:40:00,08/13/2017,14:41:00,204,,,2160 HILLS AVE NW,0710,2404,,1,Day,Sun,18,AUTO THEFT,Underwood Hills,D,-84.432249999999996,33.815420000000003
8159681,172251480,08/13/2017,08/13/2017,14:10:00,08/13/2017,14:30:00,401,,,850 OAK ST SW,0670,2308,,1,Day,Sun,8,LARCENY-NON VEHICLE,West End,T,-84.416709999999995,33.74053
8159682,172251552,08/13/2017,08/13/2017,15:55:00,08/13/2017,16:05:00,103,,2338,370 NORTHSIDE DR NW,0511,2202,,2,Eve,Sun,26,BURGLARY-RESIDENCE,English Avenue,L,-84.404200000000003,33.765070000000001
8159683,172251597,08/13/2017,08/13/2017,04:00:00,08/13/2017,16:30:00,303,,,556 NORTHSIDE DR,0640,2305,,2,Day,Sun,23,LARCENY-FROM VEHICLE,Adair Park,V,-84.408159999999995,33.742170000000002
8159684,172251601,08/13/2017,08/04/2017,12:00:00,08/13/2017,15:00:00,201,,,3785 PACES RDG NW,0690,2399,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Pleasant Hill,A,-84.440809999999999,33.858400000000003
8159685,172251614,08/13/2017,08/13/2017,07:50:00,08/13/2017,16:30:00,102,,,MAGNOLIA ST NW / POSTELL ST NW,0640,2305,,1,Day,Sun,18,LARCENY-FROM VEHICLE,Vine City,L,-84.403580000000005,33.758049999999997
8159577,172240264,08/12/2017,08/12/2017,01:30:00,08/12/2017,01:45:00,108,,,1862 TIGER FLOWERS DR NW,0410,1314,10,2,Morn,Sat,20,AGG ASSAULT,Dixie Hills,J,-84.447699999999998,33.75967
8159578,172240318,08/12/2017,08/12/2017,02:00:00,08/12/2017,02:15:00,609,,,245 FLAT SHOALS AVE SE,0331,1205,,1,Morn,Sat,,ROBBERY-PEDESTRIAN,Reynoldstown,N,-84.350219999999993,33.74682
8159579,172240324,08/12/2017,08/11/2017,23:00:00,08/12/2017,02:13:00,303,,,683 PRYOR ST SW,0710,2404,,1,Morn,Sat,13,AUTO THEFT,Mechanicsville,V,-84.394949999999994,33.736159999999998
8159580,172240337,08/12/2017,08/11/2017,23:00:00,08/12/2017,00:05:00,511,,,50 UPPER ALABAMA ST SW,0670,2308,,0,Morn,Fri,,LARCENY-NON VEHICLE,Downtown,M,-84.38964,33.751939999999998
8159581,172240423,08/12/2017,08/12/2017,03:09:00,08/12/2017,03:09:00,211,,,2164 PIEDMONT RD NE,0440,1399,,1,Morn,Sat,17,AGG ASSAULT,,F,-84.366699999999994,33.815629999999999
8159582,172240487,08/12/2017,08/12/2017,03:35:00,08/12/2017,03:46:00,605,,,579 BOULEVARD SE,0311,1204,,3,Morn,Sat,13,ROBBERY-PEDESTRIAN,Old Fourth Ward,M,-84.371470000000002,33.770249999999997
8159583,172240517,08/12/2017,08/12/2017,04:02:00,08/12/2017,04:02:00,303,,,709 WELLS ST SW,0410,1314,,1,Morn,Sat,13,AGG ASSAULT,Adair Park,V,-84.410089999999997,33.738160000000001
8159584,172240565,08/12/2017,08/12/2017,04:28:00,08/12/2017,04:35:00,601,,,755 PONCE DE LEON TER NE,0710,2404,,1,Morn,Sat,20,AUTO THEFT,Virginia Highland,F,-84.362549999999999,33.778469999999999
8159585,172240624,08/12/2017,08/12/2017,00:30:00,08/12/2017,03:00:00,211,,,635 LINDBERGH DR NE,0640,2305,,1,Morn,Sat,,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,B,-84.366889999999998,33.821300000000001
8159586,172240680,08/12/2017,08/12/2017,06:45:00,08/12/2017,07:10:00,609,,,1280 CAROLINE ST NE,0630,2303,10,1,Morn,Sat,8,LARCENY-NON VEHICLE,Edgewood,O,-84.346019999999996,33.759569999999997
8159587,172240781,08/12/2017,08/12/2017,08:19:00,08/12/2017,08:26:00,512,,,216 TED TURNER,0311,1204,,3,Day,Sat,18,ROBBERY-PEDESTRIAN,Downtown,M,-84.397779999999997,33.748690000000003
8159588,172240784,08/12/2017,08/11/2017,23:00:00,08/12/2017,08:15:00,113,,,2728 MANGO CIR NW,0710,2404,,1,Morn,Sat,20,AUTO THEFT,Monroe Heights,G,-84.481179999999995,33.796100000000003
8159589,172240841,08/12/2017,08/12/2017,09:04:00,08/12/2017,09:04:00,108,,811,156 FAIRFIELD PL NW,0430,1315,,1,Day,Sat,26,AGG ASSAULT,Dixie Hills,J,-84.463250000000002,33.758279999999999
8159590,172240872,08/12/2017,08/11/2017,16:00:00,08/12/2017,09:22:00,312,,25,40 MOUNT ZION RD SW,0511,2202,,1,Unk,Sat,20,BURGLARY-RESIDENCE,Glenrose Heights,Z,-84.3904,33.672719999999998
8159591,172240891,08/12/2017,08/09/2017,14:00:00,08/12/2017,09:00:00,202,,,3491 PINESTREAM RD NW,0640,2305,,1,Unk,Unk,13,LARCENY-FROM VEHICLE,West Paces Ferry/Northside,A,-84.421480000000003,33.850760000000001
8159592,172240902,08/12/2017,08/05/2017,17:00:00,08/12/2017,09:46:00,409,,,1640 DELOWE DR SW,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Adams Park,R,-84.46123,33.711280000000002
8159593,172240942,08/12/2017,08/12/2017,10:00:00,08/12/2017,10:05:00,305,,B,561 BURROUGHS ST SE,0430,1315,,1,Day,Sat,26,AGG ASSAULT,Chosewood Park,Y,-84.369209999999995,33.718170000000001
8159594,172240960,08/12/2017,08/11/2017,17:00:00,08/12/2017,10:00:00,207,,5602,1700 NORTHSIDE DR NW,0640,2305,,1,Unk,Sat,18,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.407910000000001,33.801209999999998
8159595,172240962,08/12/2017,08/12/2017,10:14:00,08/12/2017,10:24:00,307,,,1660 JONESBORO RD SE,0314,1201D,,2,Day,Sat,7,ROBBERY-COMMERCIAL,Lakewood Heights,Y,-84.379270000000005,33.706650000000003
8159596,172240973,08/12/2017,08/12/2017,00:00:00,08/12/2017,10:00:00,103,,,370 NORTHSIDE DR NW,0640,2305,,1,Morn,Sat,13,LARCENY-FROM VEHICLE,English Avenue,L,-84.404979999999995,33.765270000000001
8159597,172240991,08/12/2017,08/12/2017,10:20:00,08/12/2017,10:30:00,210,,4046-,3393 PEACHTREE RD NE,0630,2303,,1,Day,Sat,24,LARCENY-NON VEHICLE,Lenox,B,-84.364750000000001,33.848840000000003
8159598,172241025,08/12/2017,08/12/2017,00:01:00,08/12/2017,10:45:00,103,,1402,370 NORTHSIDE DR NW,0710,2404,,1,Morn,Sat,13,AUTO THEFT,English Avenue,L,-84.404200000000003,33.765070000000001
8159599,172241044,08/12/2017,08/11/2017,22:00:00,08/12/2017,10:30:00,203,,,1133 HUFF RD NW,0640,2305,,1,Morn,Sat,,LARCENY-FROM VEHICLE,Blandtown,D,-84.425569999999993,33.78978
8159600,172241050,08/12/2017,08/12/2017,11:00:00,08/12/2017,14:59:00,113,BLDG,D208,2500 CENTER ST NW,0420,1315K,,1,Day,Sat,20,AGG ASSAULT,Carey Park,G,-84.471559999999997,33.789990000000003
8159601,172241054,08/12/2017,08/12/2017,11:00:00,08/12/2017,11:05:00,404,,,925 CASCADE AVE SW,0420,1315K,10,1,Day,Sat,20,AGG ASSAULT,Cascade Avenue/Road,S,-84.440910000000002,33.730139999999999
8159602,172241057,08/12/2017,08/12/2017,11:07:00,08/12/2017,11:07:00,108,,,2475 HARVEL DR NW,0511,2202,,1,Day,Sat,20,BURGLARY-RESIDENCE,Harvel Homes Community,J,-84.468140000000005,33.759970000000003
8159603,172241090,08/12/2017,08/12/2017,10:45:00,08/12/2017,11:30:00,203,,,2232 DUNSEATH AVE NW,0640,2305,,1,Day,Sat,,LARCENY-FROM VEHICLE,Bolton,D,-84.449299999999994,33.816560000000003
8159604,172241094,08/12/2017,08/12/2017,10:00:00,08/12/2017,10:15:00,203,,,1514 GILSTRAP LN NW,0710,2404,,1,Day,Sat,,AUTO THEFT,Hills Park,D,-84.44932,33.808079999999997
8159605,172241131,08/12/2017,08/11/2017,20:00:00,08/12/2017,11:30:00,203,,,1760 CARROLL DR NW,0640,2305,,1,Morn,Sat,,LARCENY-FROM VEHICLE,Hills Park,D,-84.445890000000006,33.802250000000001
8159606,172241155,08/12/2017,08/12/2017,00:30:00,08/12/2017,12:00:00,601,,,780 BONAVENTURE AVE NE,0640,2305,,1,Morn,Sat,13,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.361080000000001,33.7759
8159607,172241161,08/12/2017,08/12/2017,11:00:00,08/12/2017,11:02:00,203,,,2001 JAMES JACKSON PKWY NW,0640,2305,,1,Day,Sat,18,LARCENY-FROM VEHICLE,Riverside,D,-84.47569,33.810630000000003
8159608,172241208,08/12/2017,08/12/2017,12:20:00,08/12/2017,12:25:00,203,,,1500 MARIETTA BLVD NW,0710,2404,,1,Day,Sat,,AUTO THEFT,Hills Park,D,-84.433300000000003,33.796810000000001
8159609,172241240,08/12/2017,08/12/2017,06:15:00,08/12/2017,13:00:00,603,,4107,4107 RENAISSANCE WAY NE,0690,2399,,1,Day,Sat,20,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.378709999999998,33.766179999999999
8159610,172241283,08/12/2017,08/12/2017,11:00:00,08/12/2017,13:25:00,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,0710,2404,,1,Day,Sat,18,AUTO THEFT,Greenbriar,R,-84.493279999999999,33.688450000000003
8159611,172241284,08/12/2017,08/12/2017,10:30:00,08/12/2017,13:20:00,501,,,375 18TH ST NW @TARGET - 18TH,0640,2305,,1,Day,Sat,99,LARCENY-FROM VEHICLE,Atlantic Station,E,-84.399209999999997,33.793030000000002
8159612,172241320,08/12/2017,08/12/2017,13:30:00,08/12/2017,13:35:00,412,,M,3901 CAMPBELLTON RD SW,0511,2202,,1,Day,Sat,26,BURGLARY-RESIDENCE,Kings Forest,P,-84.516210000000001,33.692309999999999
8159613,172241347,08/12/2017,08/12/2017,13:30:00,08/12/2017,14:00:00,110,,,853 MARGARET PL,0410,1314,,1,Day,Sat,20,AGG ASSAULT,Grove Park,J,-84.447670000000002,33.78004
8159614,172241374,08/12/2017,08/12/2017,14:10:00,08/12/2017,17:00:00,407,,,673 UTOY CIR SW,0311,1204,,1,Eve,Sat,13,ROBBERY-PEDESTRIAN,Ridgecrest Forest,H,-84.524709999999999,33.74333
8159615,172241380,08/12/2017,08/12/2017,14:25:00,08/12/2017,16:00:00,512,,,232 FORSYTH ST,0341,1206,10,1,Eve,Sat,,ROBBERY-PEDESTRIAN,Downtown,M,-84.396360000000001,33.748519999999999
8159616,172241413,08/12/2017,08/12/2017,14:42:00,08/12/2017,14:50:00,301,,,703 DILL AVE SW,0710,2404,,1,Day,Sat,13,AUTO THEFT,Capitol View,X,-84.410709999999995,33.718499999999999
8159617,172241419,08/12/2017,08/12/2017,13:30:00,08/12/2017,14:30:00,605,,,465 MEMORIAL DR SE,0710,2404,,1,Day,Sat,6,AUTO THEFT,Grant Park,W,-84.372209999999995,33.746510000000001
8159618,172241430,08/12/2017,08/12/2017,13:30:00,08/12/2017,13:45:00,306,,,1899 METROPOLITAN PKWY SW,0640,2305,,1,Day,Sat,18,LARCENY-FROM VEHICLE,Sylvan Hills,X,-84.408169999999998,33.702309999999997
8159619,172241453,08/12/2017,08/11/2017,14:00:00,08/12/2017,15:09:00,606,,,1062 WYLIE ST SE,0690,2399,,1,Unk,Sat,20,LARCENY-NON VEHICLE,Reynoldstown,N,-84.352329999999995,33.752609999999997
8159620,172241457,08/12/2017,08/12/2017,15:11:00,08/12/2017,15:14:00,506,,,680 PONCE DE LEON AVE NE,0630,2303,,1,Eve,Sat,5,LARCENY-NON VEHICLE,Midtown,E,-84.365279999999998,33.774059999999999
8159621,172241496,08/12/2017,08/12/2017,15:15:00,08/12/2017,15:30:00,203,,,1198 HOWELL MILL RD NW,0640,2305,,3,Eve,Sat,18,LARCENY-FROM VEHICLE,Blandtown,D,-84.411850000000001,33.787030000000001
8159622,172241516,08/12/2017,08/12/2017,15:30:00,08/12/2017,15:31:00,607,,,947 MORELAND DR SE,0511,2202,,2,Eve,Sat,20,BURGLARY-RESIDENCE,Custer/McDonough/Guice,W,-84.357979999999998,33.70879
8159623,172241560,08/12/2017,08/11/2017,17:00:00,08/11/2017,17:47:00,603,,19,345 GLEN IRIS DR NE,0690,2310,,2,Eve,Fri,20,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.367699999999999,33.763559999999998
8159624,172241566,08/12/2017,08/12/2017,12:30:00,08/12/2017,13:00:00,609,,,1280 CAROLINE ST NE,0640,2305,,1,Day,Sat,18,LARCENY-FROM VEHICLE,Edgewood,O,-84.346019999999996,33.759569999999997
8159625,172241577,08/12/2017,08/12/2017,13:00:00,08/12/2017,13:05:00,210,,,3391 PEACHTREE RD NE,0710,2404,,1,Day,Sat,18,AUTO THEFT,Lenox,B,-84.365170000000006,33.848860000000002
8159626,172241651,08/12/2017,08/12/2017,16:30:00,08/12/2017,16:39:00,307,,,1921 FREEMONT ST SE,0511,2202,,1,Eve,Sat,20,BURGLARY-RESIDENCE,Lakewood Heights,Y,-84.379040000000003,33.701700000000002
8159627,172241716,08/12/2017,08/12/2017,17:00:00,08/12/2017,17:07:00,602,,,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,0630,2303,10,1,Eve,Sat,12,LARCENY-NON VEHICLE,Poncey-Highland,N,-84.354669999999999,33.773400000000002
8159628,172241721,08/12/2017,08/12/2017,17:00:00,08/12/2017,18:00:00,210,,,3393 PEACHTREE RD NE @LENOX MALL,0630,2303,10,1,Eve,Sat,8,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
8159629,172241732,08/12/2017,08/12/2017,14:00:00,08/12/2017,17:00:00,207,,,1925 PEACHTREE RD NE,0630,2303,,1,Eve,Sat,99,LARCENY-NON VEHICLE,Brookwood Hills,E,-84.393450000000001,33.80733
8159630,172241762,08/12/2017,08/04/2017,20:00:00,08/12/2017,17:27:00,505,,2514,58 6TH ST NE@ LEVEL 4 PARKING DECK,0640,2305,,1,Unk,Unk,18,LARCENY-FROM VEHICLE,Midtown,E,-84.385300000000001,33.777500000000003
8159631,172241800,08/12/2017,07/30/2017,17:00:00,07/30/2017,19:00:00,603,,3110,660 RALPH MCGILL BLVD NE,0660,2317,,1,Eve,Sun,26,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.365610000000004,33.764620000000001
8159632,172241825,08/12/2017,08/12/2017,17:57:00,08/12/2017,18:30:00,204,,,1801 HOWELL MILL RD NW,0630,2303,10,1,Eve,Sat,12,LARCENY-NON VEHICLE,Berkeley Park,D,-84.412779999999998,33.803879999999999
8159633,172241835,08/12/2017,08/12/2017,17:30:00,08/12/2017,17:50:00,309,,,2685 METROPOLITAN PKWY,0710,2404,,1,Eve,Sat,,AUTO THEFT,Perkerson,X,-84.409019999999998,33.682740000000003
8159634,172241845,08/12/2017,08/12/2017,17:30:00,08/12/2017,17:30:00,203,,,1218 OLD CHATTAHOOCHEE AVE,0640,2305,,1,Eve,Sat,18,LARCENY-FROM VEHICLE,Blandtown,D,-84.425920000000005,33.799880000000002
8159635,172241872,08/12/2017,08/11/2017,07:20:00,08/11/2017,18:00:00,304,,,592 MARTIN ST SE,0690,2399,,1,Day,Fri,,LARCENY-NON VEHICLE,Summerhill,V,-84.38391,33.738500000000002
8159636,172241889,08/12/2017,08/12/2017,18:20:00,08/12/2017,18:25:00,201,,,2325 MARIETTA BLVD NW,0640,2305,,1,Eve,Sat,23,LARCENY-FROM VEHICLE,,C,-84.452740000000006,33.820650000000001
8159637,172241890,08/12/2017,08/12/2017,17:43:00,08/12/2017,17:43:00,203,,,1416 WOODMONT LN NW,0710,2404,,1,Eve,Sat,13,AUTO THEFT,Hills Park,D,-84.433899999999994,33.803339999999999
8159638,172241932,08/12/2017,08/12/2017,18:49:00,08/16/2017,18:49:00,412,,,1928 VALLEY RIDGE TER SW,0640,2305,,1,Unk,Unk,13,LARCENY-FROM VEHICLE,Heritage Valley,P,-84.502030000000005,33.703040000000001
8159639,172241948,08/12/2017,08/11/2017,12:00:00,08/11/2017,13:00:00,208,,,3340 PEACHTREE RD NE,0690,2399,,1,Day,Fri,99,LARCENY-NON VEHICLE,Buckhead Village,B,-84.372680000000003,33.840319999999998
8159640,172242191,08/12/2017,08/12/2017,21:02:00,08/12/2017,23:00:00,312,,,183 MOUNT ZION,0311,1212,,1,Eve,Sat,,ROBBERY-PEDESTRIAN,Glenrose Heights,Z,-84.385069999999999,33.67268
8159641,172242257,08/12/2017,08/12/2017,19:30:00,08/12/2017,19:45:00,608,,,353 IVY PL NE,0670,2308,,1,Eve,Sat,20,LARCENY-NON VEHICLE,Lake Claire,N,-84.327690000000004,33.763750000000002
8159642,172242286,08/12/2017,08/12/2017,14:30:00,08/12/2017,22:00:00,101,,6201,600 GREENSFERRY AVE SW,0511,2202,60,1,Eve,Sat,20,BURGLARY-RESIDENCE,The Villages at Castleberry H,T,-84.407550000000001,33.74662
8159643,172242315,08/12/2017,08/12/2017,22:30:00,08/12/2017,22:50:00,412,,,3550 CREIGHTON RD SW,0511,2202,,1,Eve,Sat,,BURGLARY-RESIDENCE,Briar Glen,P,-84.505420000000001,33.699770000000001
8159644,172242372,08/12/2017,08/12/2017,19:00:00,08/12/2017,22:58:00,203,,,1198 HOWELL MILL RD NW,0640,2305,,1,Eve,Sat,18,LARCENY-FROM VEHICLE,Blandtown,D,-84.411850000000001,33.787030000000001
8159645,172242442,08/12/2017,08/12/2017,15:30:00,08/12/2017,23:15:00,307,,,2002 LAKEWOOD WAY SW,0640,2305,,1,Eve,Sat,18,LARCENY-FROM VEHICLE,Lakewood Heights,Y,-84.398349999999994,33.700699999999998
